"GeneName","Start","Stop","Chromosome"
"L1TD1",61694849,62712328,"1"
"KANK4",61736165,62819434,"1"
"USP1",61936297,62951804,"1"
"DOCK7",61954298,63188386,"1"
"ANGPTL3",62097520,63106313,"1"
"ATG4C",62284132,63365516,"1"
"FOXD3",62822567,63825128,"1"
"ALG6",62867575,63938553,"1"
"ITGB3BP",62940770,64093721,"1"
"EFCAB7",63023372,64072693,"1"
"PGM1",63093411,64160245,"1"
"ROR1",63274017,64681498,"1"
"UBE2U",63703623,64767368,"1"
"CACHD1",63970129,65193058,"1"
"RAVER2",64245075,65333232,"1"
"JAK1",64333223,65567754,"1"
"AK4",64647549,65732145,"1"
"DNAJC6",64748219,65915871,"1"
"LEPROT",64920587,65936007,"1"
"LEPR",64920652,66141559,"1"
"PDE4B",65292514,66874579,"1"
"SGIP1",66033267,67251139,"1"
"DYNLT5",66252459,67279047,"1"
"INSL5",66297740,67301276,"1"
"DNAI4",66312885,67424856,"1"
"MIER1",66424895,67488619,"1"
"SLC35D1",66499350,67554148,"1"
"C1orf141",66592165,67731853,"1"
"IL23R",66638907,67759979,"1"
"IL12RB2",66807364,67898724,"1"
"SERBP1",66907810,67930415,"1"
"GADD45A",67185201,68188334,"1"
"GNG12",67201475,68333467,"1"
"DIRAS3",67545886,68551717,"1"
"WLS",67598473,68733120,"1"
"RPE65",67928822,68949954,"1"
"DEPDC1",67974152,68997221,"1"
"LRRC7",69067922,70651945,"1"
"LRRC40",69644805,70705579,"1"
"SRSF11",69705682,70753052,"1"
"ANKRD13C",69758999,70854734,"1"
"CTH",69911218,70939851,"1"
"PTGER3",70352353,71547816,"1"
"ZRANB2",70563291,71581289,"1"
"NEGR1",70895943,72782539,"1"
"LRRIQ3",73526015,74698187,"1"
"FPGT-TNNI3K",73698235,75044393,"1"
"FPGT",73698238,74734086,"1"
"TNNI3K",73735387,75044428,"1"
"LRRC53",73969376,75012611,"1"
"ERICH3",74068117,75173792,"1"
"CRYZ",74205482,75233408,"1"
"TYW3",74233152,75266678,"1"
"LHX8",74628434,75661533,"1"
"SLC44A5",74702129,76111114,"1"
"ACADM",75224431,76287575,"1"
"RABGGTB",75286197,76295086,"1"
"MSH4",75296882,76413242,"1"
"ASB17",75418873,76432404,"1"
"ST6GALNAC3",75574746,77134603,"1"
"ST6GALNAC5",76367480,77567546,"1"
"PIGK",76588989,77719430,"1"
"AK5",76782019,78059966,"1"
"ZZZ3",77062416,78183419,"1"
"USP33",77195987,78259852,"1"
"MIGA1",77279624,78379540,"1"
"NEXN",77388513,78443895,"1"
"FUBP1",77444055,78479110,"1"
"DNAJB4",77479175,78517964,"1"
"GIPC2",77479542,78638444,"1"
"PTGFR",77803884,79040701,"1"
"IFI44L",78119902,79146145,"1"
"IFI44",78149796,79164078,"1"
"ADGRL4",78389764,79782124,"1"
"ADGRL2",80806147,82493932,"1"
"TTLL7",83365024,84499150,"1"
"PRKACB",83578062,84738498,"1"
"SAMD13",83798366,84889957,"1"
"DNASE2B",83898484,84915018,"1"
"RPF1",83979259,84998352,"1"
"GNG5",83998323,85006581,"1"
"SPATA1",84006300,85067379,"1"
"CTBS",84049611,85074480,"1"
"SSX2IP",84143706,85190803,"1"
"LPAR3",84311602,85393206,"1"
"MCOLN2",84425583,85497113,"1"
"DNAI3",84499147,85633138,"1"
"MCOLN3",84518082,85548500,"1"
"SYDE2",84656889,85701724,"1"
"C1orf52",84749953,85759672,"1"
"BCL10",84765776,85776632,"1"
"DDAH1",84818481,86078363,"1"
"CCN1",85080761,86084589,"1"
"ZNHIT6",85149417,86208433,"1"
"COL24A1",85229233,86656943,"1"
"ODF2L",85846824,86896342,"1"
"CLCA2",85924171,86956553,"1"
"CLCA1",85968368,87000259,"1"
"CLCA4",86047078,87080754,"1"
"SH3GLB1",86204570,87248184,"1"
"SELENOF",86362445,87414424,"1"
"HS2ST1",86414635,87609982,"1"
"LMO4",86828880,87848923,"1"
"PKN2",88184222,89336255,"1"
"GTF2B",88352633,89391944,"1"
"KYAT3",88435773,89492953,"1"
"RBMXL1",88479456,89492960,"1"
"GBP3",88506679,89522894,"1"
"GBP1",88551882,89565360,"1"
"GBP2",88606132,89650456,"1"
"GBP7",88631742,89676009,"1"
"GBP4",88681144,89698942,"1"
"GBP5",88756189,89772860,"1"
"GBP6",88864059,89888160,"1"
"LRRC8B",89024829,90097861,"1"
"LRRC8C",89133072,90269903,"1"
"LRRC8D",89321014,90436611,"1"
"ZNF326",89495110,90535533,"1"
"BARHL2",90211539,91217302,"1"
"ZNF644",90415298,91522272,"1"
"HFM1",90760766,91904856,"1"
"CDC7",91000851,92025764,"1"
"TGFBR3",91180343,92406335,"1"
"BRDT",91449343,92514426,"1"
"EPHX4",91529985,92563538,"1"
"SETSIP",91574533,92575411,"1"
"BTBD8",91580305,92684725,"1"
"C1orf146",91717915,92745813,"1"
"GLMN",91746402,92798987,"1"
"RPAP2",91799059,92902056,"1"
"GFI1",91973043,92986925,"1"
"EVI5",92008696,93292404,"1"
"RPL5",92332013,93341924,"1"
"DIPK1A",92332737,93461522,"1"
"MTF2",92579235,93639079,"1"
"TMED5",92649742,93680516,"1"
"CCDC18",92679919,93778730,"1"
"DR1",92845907,93869493,"1"
"FNBP1L",92948118,94054661,"1"
"BCAR3",93061741,94347150,"1"
"DNTTIP2",93366284,94379918,"1"
"GCLM",93385199,94409456,"1"
"ABCA4",93492834,94621148,"1"
"ARHGAP29",93648988,94775068,"1"
"ABCD3",93918389,95018666,"1"
"F3",94029173,95041759,"1"
"SLC44A3",94320342,95395246,"1"
"CNN3",94396949,95427223,"1"
"ALG14",94474405,95572951,"1"
"TLCD4",94617355,95697607,"1"
"TLCD4-RWDD3",94617923,95747225,"1"
"RWDD3",94734210,95747225,"1"
"PTBP2",96221665,97323738,"1"
"DPYD",96577743,98495000,"1"
"SNX7",98161701,99260500,"1"
"PLPPR5",98390245,99727929,"1"
"PLPPR4",98764292,99809590,"1"
"PALMD",99146113,100194541,"1"
"FRRS1",99203970,100266635,"1"
"AGL",99350361,100424023,"1"
"SLC35A3",99469351,100535634,"1"
"MFSD14A",99538095,100583377,"1"
"SASS6",99583563,100632955,"1"
"TRMT13",99633150,100650496,"1"
"LRRC39",99648448,100678267,"1"
"DBT",99686919,100749834,"1"
"RTCA",99766216,100792769,"1"
"CDC14A",99845001,101020277,"1"
"GPR88",100038139,101042021,"1"
"VCAM1",100219742,101239045,"1"
"EXTL2",100372372,101395179,"1"
"SLC30A7",100396076,101481757,"1"
"DPH5",100489623,101526088,"1"
"S1PR1",100736865,101743713,"1"
"OLFM3",101302560,102496926,"1"
"COL11A1",102376467,103608872,"1"
"RNPC3",103025691,104055239,"1"
"AMY2B",103053815,104079534,"1"
"AMY2A",103117427,104125780,"1"
"AMY1A",103155760,104164554,"1"
"AMY1B",103187415,104196454,"1"
"AMY1C",103245323,104258726,"1"
"PRMT6",106556674,107567636,"1"
"NTNG1",106640007,107984923,"1"
"VAV3",107071161,108465180,"1"
"SLC25A24",107634043,108700849,"1"
"NBPF4",107722464,108744081,"1"
"NBPF6",107950282,108971920,"1"
"EEIG2",108060089,109144900,"1"
"HENMT1",108148290,109161526,"1"
"PRPF38B",108192310,109202928,"1"
"FNDC7",108212908,109242749,"1"
"STXBP3",108246674,109309523,"1"
"AKNAD1",108315898,109463484,"1"
"GPSM2",108375350,109434545,"1"
"CLCC1",108381885,109463527,"1"
"WDR47",108470214,109542113,"1"
"TAF13",108562496,109576012,"1"
"TMEM167B",108590764,109596934,"1"
"CFAP276",108605951,109613857,"1"
"ELAPOR1",108613679,109706781,"1"
"SARS1",108713918,109738182,"1"
"CELSR2",108749539,109775751,"1"
"PSRC1",108779556,109783186,"1"
"MYBPHL",108792365,109807011,"1"
"SORT1",108809568,109897918,"1"
"PSMA5",108899042,109926448,"1"
"SYPL2",108966546,109982134,"1"
"ATXN7L2",108983479,109992804,"1"
"CYB561D1",108994052,110002932,"1"
"AMIGO1",109004178,110009738,"1"
"GPR61",109039872,110048406,"1"
"GNAI3",109048615,110100195,"1"
"GNAT2",109103091,110119929,"1"
"AMPD2",109116104,110132051,"1"
"GSTM4",109156099,110165496,"1"
"GSTM2",109168022,110209551,"1"
"GSTM1",109187814,110209039,"1"
"GSTM5",109211780,110275428,"1"
"GSTM3",109233932,110241038,"1"
"EPS8L3",109250080,110264027,"1"
"CSF1",109410242,110430992,"1"
"AHCYL1",109484765,110523742,"1"
"STRIP1",109531577,110574641,"1"
"ALX3",109559870,110570672,"1"
"UBL4B",109612443,110613947,"1"
"SLC6A17",109650494,110702202,"1"
"KCNC4",109710314,110783100,"1"
"RBM15",109838506,110846681,"1"
"SLC16A4",109862851,110891082,"1"
"LAMTOR5",109901249,110907942,"1"
"PROK1",109951149,110957358,"1"
"KCNA10",110017217,111019175,"1"
"KCNA2",110019837,111131474,"1"
"KCNA3",110153560,111174940,"1"
"CD53",110371188,111399922,"1"
"LRIF1",110447190,111463965,"1"
"DRAM2",110617163,111640203,"1"
"CEPT1",110639479,111685104,"1"
"DENND2D",110685969,111704535,"1"
"CHI3L2",110700771,111743440,"1"
"CHIA",110790851,111820566,"1"
"PIFO",110846600,111853013,"1"
"OVGP1",110914319,111927735,"1"
"WDR77",110939890,111949256,"1"
"ATP5PB",110948864,111962773,"1"
"C1orf162",110973792,111978512,"1"
"TMIGD3",110983348,112063962,"1"
"ADORA3",110999429,112003633,"1"
"RAP1A",111042218,112216691,"1"
"INKA2",111180630,112255824,"1"
"DDX20",111254832,112275602,"1"
"KCND3",111270662,112489668,"1"
"CTTNBP2NL",111896214,112963456,"1"
"WNT2B",111966541,113030165,"1"
"ST7L",112023514,113120825,"1"
"CAPZA1",112119805,113171616,"1"
"MOV10",112173141,113200756,"1"
"RHOC",112201127,113207434,"1"
"PPM1J",112209994,113215332,"1"
"TAFA3",112218905,113227235,"1"
"SLC16A1",112411847,113457593,"1"
"LRIG2",112573198,113632260,"1"
"MAGI3",112890515,114185923,"1"
"PHTF1",113196831,114259489,"1"
"RSBN1",113261832,114312476,"1"
"PTPN22",113313811,114371753,"1"
"BCL2L15",113376816,114387581,"1"
"AP4B1",113394194,114405201,"1"
"DCLRE1B",113404619,114414086,"1"
"HIPK1",113429324,114477869,"1"
"OLFML3",113479391,114535572,"1"
"SYT6",113589291,114653880,"1"
"TRIM33",113892790,115011203,"1"
"BCAS2",114067557,115081629,"1"
"DENND2C",114082848,115170422,"1"
"AMPD1",114173090,115195618,"1"
"NRAS",114204469,115216771,"1"
"CSDE1",114216913,115258676,"1"
"SIKE1",114269479,115280685,"1"
"SYCP1",114354863,115495370,"1"
"TSHB",114529826,115534302,"1"
"TSPAN2",114548011,115589503,"1"
"NGF",114785904,115838770,"1"
"VANGL1",115141970,116198224,"1"
"CASQ2",115200021,116268884,"1"
"NHLH2",115336377,116343917,"1"
"SLC22A15",115476513,116570054,"1"
"MAB21L3",115611399,116638149,"1"
"ATP1A1",115872668,116910261,"1"
"CD58",116014534,117071039,"1"
"IGSF3",116074399,117167755,"1"
"CD2",116254430,117269229,"1"
"PTGFRN",116409916,117490353,"1"
"CD101",116501750,117536552,"1"
"TTF2",116560326,117607453,"1"
"TRIM45",116611060,117622587,"1"
"VTCN1",116643587,117710960,"1"
"MAN1A2",116867449,118028872,"1"
"TENT5C",117106048,118128389,"1"
"GDAP2",117363485,118429621,"1"
"WDR3",117429720,118466543,"1"
"SPAG17",117453590,118685228,"1"
"TBX15",118383046,119489556,"1"
"WARS2",118531216,119640654,"1"
"HAO2",118868779,119894130,"1"
"HSD3B2",118914931,119923035,"1"
"HSD3B1",119007198,120015054,"1"
"ZNF697",119119377,120148266,"1"
"PHGDH",119148411,120244218,"1"
"HMGCS2",119248002,120268905,"1"
"REG4",119294017,120311580,"1"
"ADAM30",119393533,120396515,"1"
"NOTCH2",119411553,120600779,"1"
"SEC22B",119650898,120676520,"1"
"NBPF8",119915035,120969676,"1"
"NOTCH2NLR",120223912,121294851,"1"
"NBPF26",120223949,121342110,"1"
"PPIAL4A",120389771,121390530,"1"
"FAM72B",120667646,121685539,"1"
"SRGAP2C",120684811,121892874,"1"
"H3-7",143394544,144405977,"1"
"FAM72C",143455287,144471986,"1"
"PPIAL4E",143872875,144873634,"1"
"NBPF15",143921390,144961676,"1"
"PPIAL4F",144092893,145093652,"1"
"SRGAP2B",144387265,145595528,"1"
"FAM72D",144595974,145612696,"1"
"PPIAL4D",144741415,145742174,"1"
"NBPF20",144789900,145925603,"1"
"GPR89A",145107988,146170650,"1"
"PDZK1",145170852,146208148,"1"
"CD160",145219471,146239288,"1"
"RNF115",145238868,146324095,"1"
"POLR3C",145324053,146344402,"1"
"NUDT17",145345630,146348954,"1"
"PIAS3",145348522,146359836,"1"
"ANKRD35",145366560,146385866,"1"
"ITGA10",145391208,146410111,"1"
"PEX11B",145411350,146418717,"1"
"RBM8A",145421556,146427678,"1"
"LIX1L",145433423,146458017,"1"
"ANKRD34A",145459441,146464575,"1"
"POLR3GL",145464690,146478848,"1"
"TXNIP",145492435,146496579,"1"
"HJV",145517468,146536746,"1"
"NBPF10",145564711,146729000,"1"
"NOTCH2NLA",145646203,146729041,"1"
"PPIAL4H",145844006,146844765,"1"
"NBPF12",146438324,147496202,"1"
"PRKAB2",146655106,147672550,"1"
"FMO5",146675351,147743050,"1"
"CHD1L",146742654,147795765,"1"
"BCL9",147041501,148126216,"1"
"ACP6",147129652,148170524,"1"
"GJA5",147256199,148273362,"1"
"GJA8",147402795,148409269,"1"
"GPR89B",147428393,148493592,"1"
"NBPF11",147602047,148652322,"1"
"PPIAL4G",147982548,148983302,"1"
"NBPF14",148031385,149179742,"1"
"NOTCH2NLB",148100285,149179746,"1"
"NUDT4B",148248774,149252415,"1"
"PDE4DIP",148308140,149548286,"1"
"NBPF9",148552186,149603561,"1"
"NOTCH2NLC",148890621,149971833,"1"
"NBPF19",148975045,150056361,"1"
"PPIAL4C",149083848,150084607,"1"
"FCGR1A",149282671,150291675,"1"
"H2BC18",149282689,150312373,"1"
"H3C13",149313225,150313693,"1"
"H4C14",149332657,150339767,"1"
"H3C14",149340687,150341208,"1"
"H2AC18",149342218,150342750,"1"
"H2AC19",149351061,150351594,"1"
"H3C15",149352608,150353125,"1"
"H4C15",149354045,150361159,"1"
"H2BC21",149384459,150386682,"1"
"H2AC20",149386918,150387411,"1"
"H2AC21",149387469,150387965,"1"
"BOLA1",149387890,150400798,"1"
"SV2A",149403318,150417844,"1"
"SF3B4",149423317,150427803,"1"
"MTMR11",149428651,150436879,"1"
"OTUD7B",149437812,150510726,"1"
"VPS45",149567279,150645329,"1"
"PLEKHO1",149649183,150664720,"1"
"ANP32E",149718417,150736156,"1"
"CA14",149757251,150765078,"1"
"APH1A",149765399,150769580,"1"
"C1orf54",149768200,150780916,"1"
"CIART",149782543,150787093,"1"
"MRPS21",149793861,150808979,"1"
"PRPF3",149821479,150853233,"1"
"RPRD2",149863091,150976566,"1"
"TARS2",149987414,151007602,"1"
"ECM1",150008062,151013789,"1"
"ADAMTSL4",150049369,151060937,"1"
"MCL1",150060895,151079738,"1"
"ENSA",150100851,151129612,"1"
"GOLPH3L",150146230,151197154,"1"
"HORMAD1",150198060,151220895,"1"
"CTSS",150230079,151265957,"1"
"CTSK",150294880,151309577,"1"
"ARNT",150309713,151376708,"1"
"CTXND2",150387136,151413292,"1"
"SETDB1",150426263,151464744,"1"
"CERS2",150460583,151475003,"1"
"ANXA9",150482249,151495634,"1"
"MINDY1",150496549,151508376,"1"
"PRUNE1",150508420,151535713,"1"
"BNIPL",150536321,151547720,"1"
"C1orf56",150547751,151551986,"1"
"CDC42SE1",150550971,151570325,"1"
"MLLT11",150560397,151569544,"1"
"GABPB2",150570578,151625542,"1"
"SEMA6C",150631685,151646631,"1"
"TNFAIP8L2",150656649,151659749,"1"
"SCNM1",150656664,151670296,"1"
"LYSMD1",150659748,151665948,"1"
"TMOD4",150669986,151676284,"1"
"VPS72",150676304,151695321,"1"
"PIP5K1A",150697949,151749536,"1"
"PSMD4",150754709,151767479,"1"
"ZNF687",150781618,151792176,"1"
"PI4KB",150791797,151827715,"1"
"RFX5",150840640,151847326,"1"
"SELENBP1",150864304,151872707,"1"
"PSMB4",150899560,151901937,"1"
"POGZ",150902724,151959494,"1"
"CGN",151010510,152038692,"1"
"TUFT1",151040305,152083583,"1"
"SNX27",151112006,152199091,"1"
"CELF3",151200058,152216803,"1"
"RIIAD1",151210433,152229805,"1"
"MRPL9",151259647,152263496,"1"
"OAZ3",151262899,152271334,"1"
"TDRKH",151270107,152291416,"1"
"LINGO4",151300264,152305419,"1"
"RORC",151306071,152331845,"1"
"C2CD4D",151337818,152340557,"1"
"THEM5",151347101,152353712,"1"
"THEM4",151370866,152409637,"1"
"S100A10",151482915,152493859,"1"
"S100A11",151532506,152547907,"1"
"TCHHL1",151584141,152589064,"1"
"TCHH",151606317,152615444,"1"
"RPTN",151653595,152659228,"1"
"HRNR",151712076,152724193,"1"
"FLG",151802165,152825239,"1"
"FLG2",151848735,152860006,"1"
"CRNN",151909243,152914263,"1"
"LCE5A",152010803,153012177,"1"
"CRCT1",152014482,153016008,"1"
"LCE3E",152065654,153066780,"1"
"LCE3D",152079381,153080516,"1"
"LCE3C",152100234,153101086,"1"
"LCE3B",152113811,153114098,"1"
"LCE3A",152122834,153123103,"1"
"LCE2D",152163380,153164659,"1"
"LCE2C",152175279,153176569,"1"
"LCE2B",152186123,153187397,"1"
"LCE2A",152198345,153199442,"1"
"LCE4A",152208160,153209434,"1"
"C1orf68",152219522,153220470,"1"
"KPRP",152258025,153262056,"1"
"LCE1F",152275140,153277024,"1"
"LCE1E",152286214,153288426,"1"
"LCE1D",152296721,153298181,"1"
"LCE1C",152304832,153306651,"1"
"LCE1B",152311971,153313108,"1"
"LCE1A",152327473,153328097,"1"
"LCE6A",152342856,153343983,"1"
"LCE7A",152359996,153361252,"1"
"SMCP",152378322,153385047,"1"
"IVL",152408546,153411886,"1"
"SPRR5",152447206,153449255,"1"
"SPRR4",152470648,153472574,"1"
"SPRR1A",152484081,153485814,"1"
"SPRR3",152501747,153503856,"1"
"SPRR1B",152531203,153532900,"1"
"SPRR2D",152539732,153541931,"1"
"SPRR2A",152556120,153557512,"1"
"SPRR2B",152570226,153571611,"1"
"SPRR2E",152593135,153606184,"1"
"SPRR2F",152612121,153613516,"1"
"SPRR2G",152649582,153650890,"1"
"LELP1",152703430,153705120,"1"
"PRR9",152717584,153719310,"1"
"LORICRIN",152759687,153762124,"1"
"PGLYRP3",152797116,153812952,"1"
"PGLYRP4",152830120,153848841,"1"
"S100A9",152857854,153861023,"1"
"S100A12",152873711,153875621,"1"
"S100A8",152890032,153891073,"1"
"S100A7A",152916520,153923222,"1"
"S100A7",152957744,153960651,"1"
"S100A6",153034599,154036244,"1"
"S100A5",153037147,154041765,"1"
"S100A4",153043613,154050136,"1"
"S100A3",153047329,154049258,"1"
"S100A2",153061108,154067890,"1"
"S100A16",153106886,154113145,"1"
"S100A14",153114255,154116986,"1"
"S100A13",153118787,154131360,"1"
"S100A1",153127926,154132039,"1"
"CHTOP",153133982,154146306,"1"
"SNAPIN",153158703,154161852,"1"
"ILF2",153161788,154171028,"1"
"NPR1",153178688,154193992,"1"
"INTS3",153228050,154274808,"1"
"SLC27A3",153274354,154280157,"1"
"GATAD2B",153289030,154423360,"1"
"DENND4B",153429501,154446718,"1"
"CRTC2",153447669,154458615,"1"
"SLC39A1",153459099,154468184,"1"
"CREB3L4",153467534,154474361,"1"
"JTB",153474269,154477674,"1"
"RAB13",153481617,154486358,"1"
"RPS27",153490762,154492155,"1"
"NUP210L",153492690,154655116,"1"
"TPM3",153655308,154694648,"1"
"CFAP141",153699085,154706333,"1"
"C1orf43",153706696,154720637,"1"
"UBAP2L",153720179,154771510,"1"
"HAX1",153772355,154775875,"1"
"AQP10",153821090,154825325,"1"
"ATP8B2",153825525,154851304,"1"
"IL6R",153905193,154969450,"1"
"SHE",153969772,155002412,"1"
"TDRD10",154002219,155048147,"1"
"UBE2Q1",154048577,155059028,"1"
"CHRNB2",154067778,155080013,"1"
"ADAR",154081695,155128013,"1"
"KCNN3",154197455,155370281,"1"
"PMVK",154424740,155436719,"1"
"PBXIP1",154444076,155456123,"1"
"PYGO2",154457026,155463853,"1"
"SHC1",154462298,155474395,"1"
"CKS1B",154474653,155479251,"1"
"FLAD1",154483338,155493111,"1"
"LENEP",154493586,155494315,"1"
"ZBTB7B",154502630,155518523,"1"
"DCST2",154518520,155533781,"1"
"DCST1",154533824,155550930,"1"
"ADAM15",154550566,155562775,"1"
"EFNA4",154563737,155569553,"1"
"EFNA4-EFNA3",154563748,155586807,"1"
"EFNA3",154578837,155587538,"1"
"EFNA1",154627876,155634899,"1"
"SLC50A1",154635344,155638857,"1"
"DPM3",154639891,155640595,"1"
"KRTCAP2",154669408,155673475,"1"
"TRIM46",154673787,155684971,"1"
"MUC1",154685824,155692916,"1"
"THBS3",154695588,155709051,"1"
"MTX1",154708695,155713824,"1"
"GBA1",154734452,155744699,"1"
"ENTREP3",154747205,155755483,"1"
"SCAMP3",154755979,155762430,"1"
"CLK2",154762868,155778491,"1"
"HCN3",154777463,155789848,"1"
"PKLR",154789293,155801438,"1"
"FDPS",154808748,155820666,"1"
"RUSC1",154820894,155831114,"1"
"ASH1L",154835268,156063162,"1"
"MSTO1",155063235,156114951,"1"
"YY1AP1",155159443,156189000,"1"
"DAP3",155187960,156239010,"1"
"GON4L",155249659,156359400,"1"
"SYT11",155359567,156385199,"1"
"RIT1",155397808,156411404,"1"
"KHDC4",155413045,156434413,"1"
"RXFP4",155441638,156443087,"1"
"ARHGEF2",155446851,156507070,"1"
"SSR2",155509048,156520951,"1"
"UBQLN4",155535299,156553798,"1"
"LAMTOR2",155554782,156558506,"1"
"RAB25",155561160,156570504,"1"
"MEX3A",155572013,156582465,"1"
"LMNA",155582573,156640081,"1"
"SEMA4A",155647366,156677752,"1"
"SLC25A44",155693932,156712796,"1"
"PMF1-BGLAP",155712982,156743332,"1"
"PMF1",155712993,156740042,"1"
"BGLAP",155742184,156743317,"1"
"PAQR6",155743320,156748117,"1"
"SMG5",155749224,156782825,"1"
"TMEM79",155782935,156793185,"1"
"GLMP",155790089,156795689,"1"
"VHLL",155798624,156799307,"1"
"CCT3",155808968,156867873,"1"
"TSACC",155837314,156846995,"1"
"RHBG",155869211,156885219,"1"
"MEF2D",155963727,157000779,"1"
"IQGAP3",156025405,157072604,"1"
"TTC24",156079723,157087719,"1"
"NAXE",156091756,157109507,"1"
"GPATCH4",156094301,157101496,"1"
"HAPLN2",156119331,157125725,"1"
"BCAN",156141390,157159532,"1"
"NES",156168763,157177407,"1"
"CRABP2",156199606,157205816,"1"
"ISG20L2",156221891,157228766,"1"
"METTL25B",156228442,157236960,"1"
"MRPL24",156237303,157241590,"1"
"HDGF",156242109,157266925,"1"
"PRCC",156250610,157300815,"1"
"SH2D2A",156306243,157316848,"1"
"NTRK1",156315636,157381850,"1"
"INSRR",156340063,157359117,"1"
"PEAR1",156393698,157416429,"1"
"LRRC71",156420632,157433094,"1"
"ARHGEF11",156434840,157545742,"1"
"ETV3L",156592043,157612412,"1"
"ETV3",156621191,157638474,"1"
"FCRL5",157013377,158052515,"1"
"FCRL4",157073747,158098085,"1"
"FCRL3",157174321,158200769,"1"
"FCRL2",157245733,158277132,"1"
"FCRL1",157294403,158320120,"1"
"CD5L",157330911,158398256,"1"
"KIRREL1",157493273,158600262,"1"
"SMIM42",157627287,158628301,"1"
"CD1D",157678030,158686427,"1"
"CD1A",157754424,158758269,"1"
"CD1C",157789923,158794774,"1"
"CD1B",157827951,158831531,"1"
"CD1E",157853696,158857553,"1"
"OR10T2",157898522,158899466,"1"
"OR10K2",157918210,158926237,"1"
"OR10K1",157961574,158970857,"1"
"OR10R2",157972220,158980936,"1"
"OR6Y1",158044550,159054405,"1"
"OR6P1",158060606,159070580,"1"
"OR10X1",158078919,159079899,"1"
"OR10Z1",158105268,159112514,"1"
"SPTA1",158110704,159186715,"1"
"OR6K2",158199678,159200652,"1"
"OR6K3",158216327,159220720,"1"
"OR6N1",158247814,159272195,"1"
"OR6K6",158254720,159255891,"1"
"OR6N2",158274222,159281204,"1"
"MNDA",158331351,159349506,"1"
"PYHIN1",158430796,159477059,"1"
"IFI16",158499968,159555155,"1"
"PYDC5",158499971,159502751,"1"
"AIM2",158561599,159687843,"1"
"CADM3",158671609,159703313,"1"
"ACKR1",158704875,159706500,"1"
"FCER1A",158789714,159808224,"1"
"OR10J3",158813720,159814659,"1"
"OR10J4",158932204,159933138,"1"
"OR10J1",158937845,159943078,"1"
"OR10J5",159035078,160036007,"1"
"APCS",159087826,160088865,"1"
"CRP",159212289,160214589,"1"
"DUSP23",159280932,160282543,"1"
"FCRL6",159300511,160316257,"1"
"SLAMF8",159326811,160337492,"1"
"VSIG8",159354316,160362657,"1"
"CFAP45",159372364,160400165,"1"
"TAGLN2",159418107,160425507,"1"
"IGSF9",159427039,160445613,"1"
"SLAMF9",159451492,160454237,"1"
"KCNJ10",159498651,160570160,"1"
"PIGM",159524953,160531990,"1"
"KCNJ9",159581538,160590563,"1"
"IGSF8",159591340,160598943,"1"
"ATP1A2",159615759,160643591,"1"
"ATP1A4",159651586,160686980,"1"
"CASQ1",159690575,160701886,"1"
"PEA15",159705380,160715376,"1"
"DCAF8",159715715,160762549,"1"
"PEX19",159776807,160786348,"1"
"COPA",159788594,160843566,"1"
"NCSTN",159843294,160858952,"1"
"NHLH1",159867071,160872846,"1"
"VANGL2",159900564,160928670,"1"
"SLAMF6",159985030,161023262,"1"
"CD84",160041095,161079516,"1"
"SLAMF1",160108106,161147044,"1"
"CD48",160178746,161211831,"1"
"SLAMF7",160239057,161254821,"1"
"LY9",160296074,161328261,"1"
"CD244",160330160,161362887,"1"
"ITLN1",160376540,161385180,"1"
"ITLN2",160445025,161454809,"1"
"F11R",160495211,161521343,"1"
"TSTD1",160537631,161538977,"1"
"USF1",160539251,161545977,"1"
"ARHGAP30",160546946,161569970,"1"
"NECTIN4",160570998,161589558,"1"
"KLHDC9",160598361,161600346,"1"
"PFDN2",160600556,161618055,"1"
"NIT1",160618086,161625445,"1"
"DEDD",160620974,161632688,"1"
"UFC1",160652776,161658856,"1"
"USP21",160659450,161665723,"1"
"PPOX",160666056,161678013,"1"
"B4GALT3",160671310,161677968,"1"
"ADAMTS4",160684302,161699054,"1"
"NDUFS2",160697104,161714723,"1"
"FCER1G",160715234,161720699,"1"
"APOA2",160722292,161723631,"1"
"TOMM40L",160725939,161730746,"1"
"NR1I3",160729666,161738244,"1"
"PCP4L1",160758745,161785450,"1"
"MPZ",160804735,161809968,"1"
"SDHC",160814381,161863206,"1"
"CFAP126",160864733,161867876,"1"
"FCGR2A",161005430,162024013,"1"
"HSPA6",161024540,162026894,"1"
"FCGR3A",161041759,162050968,"1"
"FCGR2C",161081339,162105662,"1"
"FCGR3B",161123196,162131963,"1"
